Genes,0a,0b,4a,4b,8a,8b,12a,12b,16a,16b,20a,20b
Mp3g16440,338.6015036,393.4000773,310.1685091,173.175065,712.6169544,212.0029669,407.1944519,312.9002096,237.765426,309.7915592,573.1340065,663.1162556
Mp3g16450,241.6604018,258.7570577,230.5848152,245.7770992,267.6649309,205.121775,151.6303842,187.789529,272.378114,293.8441186,367.3257736,367.29907
Mp3g16460,423.3003887,493.7966853,155.3104896,161.9936522,121.6780419,147.1382145,132.2708712,137.882947,378.994546,509.0130048,278.5071373,211.8014366
Mp3g16470,1511.984855,1652.575164,1800.022656,1851.328258,2358.966803,1677.552525,1740.299968,1486.992221,1523.384478,1587.998693,3126.35367,3015.456907
Mp3g16480,174.223595,126.8489993,115.2307115,161.8390712,122.9480149,129.7868801,149.1443777,109.8786629,108.918962,133.9338513,170.0989587,143.9959659
Mp3g16490,2.775190982,1.044008849,1.39E-17,1.39E-17,7.061010863,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,5.114682236,3.462568876
Mp3g16500,998.8940641,892.8076451,442.1731295,386.6628268,847.0187385,655.9655168,831.8795777,952.926505,1391.924573,1701.053143,1145.840284,761.4719011
Mp3g16510,547.0830676,531.9679719,426.9050891,411.1904648,546.2498907,474.5610689,641.8998852,595.4296213,607.4404023,657.2122457,688.1411681,646.141572
Mp3g16520,199.6374956,281.3977002,145.8678745,99.63024331,166.7974613,155.9747326,205.8964233,195.7271311,390.6079198,450.086623,370.6536593,245.9899715
Mp3g16530,9.948822901,21.59878234,14.30331937,12.33406649,11.43028036,10.64231627,19.49928447,27.06971051,12.91807301,13.93175409,15.33899699,8.68014356
Mp3g16540,216.4751682,261.0605236,123.493255,150.8722367,169.3639196,118.9625182,180.1103632,132.334259,267.3912954,291.8736019,246.7897547,304.581045
Mp3g16550,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g16560,82.43147514,91.74211998,48.5018883,84.66833496,254.6322084,54.9869326,62.41756635,61.15300777,54.66233459,74.47406595,104.5564361,354.3477511
Mp3g16570,955.8606399,783.5399983,567.95058,509.5513363,3080.778802,695.4917834,792.7873474,814.1469901,997.5472413,1001.165168,1994.876612,3757.573096
Mp3g16580,55.02701659,46.41315313,44.83730139,31.42393962,43.72093303,34.34697036,40.10103167,32.49302077,29.27160386,19.0510434,102.4388827,145.6884845
Mp3g16590,1624.763567,1519.608491,710.9132169,567.7128881,410.5902772,377.6998542,449.036574,442.1180506,2126.213845,2505.04827,778.3029628,1113.595069
Mp3g16600,0.926928744,0.003577278,0.947218703,1.123057712,7.061010863,0,4.739319446,0,1.459101632,2.347102199,20.51439845,34.55184235
Mp3g16610,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.013455026,5.666156336
Mp3g16620,681.7389356,755.6612001,998.6210098,1075.908521,1292.182881,1004.184776,1056.470507,973.1242981,810.472649,870.5840962,824.3627213,969.2271169
Mp3g16630,129.3173523,93.85788812,111.4832713,112.8491866,103.8805469,136.5221664,135.976936,151.8071854,152.7471012,136.7119778,140.287711,132.2860233
Mp3g16640,454.563918,405.1771871,657.5097813,626.8314454,486.4667515,543.7616194,657.6899104,704.8715688,502.3834032,579.1983725,393.1805074,257.3039363
Mp3g16650,2827.918883,3004.133134,4064.16338,3465.906658,3347.006872,3423.881292,3296.015398,3539.674178,3436.857585,3586.493674,2165.861413,3115.70846
Mp3g16660,875.1009584,955.6644571,556.4232904,758.4652186,697.6725092,800.8438248,802.1060469,818.2192922,1261.630522,1268.663279,895.9941965,683.7796676
Mp3g16670,19.22265912,20.61585473,13.3520275,11.22065267,31.57546032,16.13207802,10.25778337,8.916532642,14.31664067,19.47462435,33.83359359,56.91754062
Mp3g16680,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,4.259482132,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g16690,1.863156011,0.006984243,2.860744485,2.259518513,9.067849165,3.105978322,2.84249083,0,0,4.926160852,1.021741149,0.064681769
Mp3g16700,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.166954959,2.52993366,0.876247598,5.058607821,1.39E-17,1.39E-17,5.121084332,4.909436096
Mp3g16710,40.43271751,24.52259132,24.57605089,31.13507182,25.69304947,18.74141035,17.50440107,17.02689512,17.78395763,18.25196517,72.56263869,1.762051356
Mp3g16720,207.9523997,243.2804006,157.0918363,312.4745335,113.0643064,116.6287687,138.8156529,133.7410021,172.3409816,195.7095542,308.0683487,48.23117887
Mp3g16730,1.39E-17,1.39E-17,4.042612776,1.195944645,1.39E-17,1.39E-17,4.98858061,0,3.391986782,0,1.39E-17,1.39E-17
Mp3g16740,78.86027975,66.00348323,160.7939097,193.1940602,126.6979395,159.4898182,135.7636476,136.220742,64.99950433,47.66064397,95.3159625,229.6149018
Mp3g16750,173.1571097,188.65142,281.1720749,204.6373122,386.2410579,379.3970754,324.1686574,352.4700086,211.5216893,189.27977,185.397179,290.3128258
Mp3g16760,115.3544297,154.602595,121.0450838,103.9911606,118.6744691,86.82016395,102.4167589,124.1334779,126.7585008,117.4194631,59.41963384,78.31589955
Mp3g16770,63.36844255,39.22796078,56.20520716,60.31216286,58.23350264,42.50529705,51.26620099,44.76483179,78.51854843,85.09731143,80.95370687,145.0930892
Mp3g16780,274.0354575,244.3500323,126.7944368,92.89228472,231.8208013,105.3836433,89.40582437,97.12414168,222.2666858,188.4522716,305.1280858,224.7746168
Mp3g16790,15417.16749,15941.32011,17513.41113,16271.01644,21201.6511,9922.799414,7795.680244,8987.4495,8536.884237,9126.638919,25971.43662,40126.96239
Mp3g16800,45.95748145,26.8564606,39.13718128,23.64000082,82.89623952,32.32142586,42.95519503,26.64242999,49.84351141,10.82783601,32.84043983,84.87758603
Mp3g16810,1.863156011,0.006984243,0.958766993,0.013525867,5.795356183,0.673506469,2.781589561,3.266364343,3.837477604,3.032964449,4.100934172,4.799731129
Mp3g16820,53.22545095,40.23831791,86.68646153,98.26972984,97.7581273,81.16179412,102.4873307,97.01932191,100.1668473,81.74461814,71.64561605,46.08392227
Mp3g16830,86.11908999,89.68867838,55.24628962,61.41385023,208.1239714,68.2809716,173.3324592,143.4084159,180.284033,152.8925779,190.4924199,233.0402699
Mp3g16840,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.058270746,0.830913042,0.927516214,0.794401521,0.698418717,1.574907563,0.003607102,1.452450614
Mp3g16850,7.204625379,17.47605244,12.33729512,19.99227523,29.30372031,26.21285882,11.03402147,28.97360978,20.10282419,12.10475295,19.40507547,4.364536717
Mp3g16860,374.7522551,415.4534978,450.7121338,464.7814996,411.9887266,611.3512354,940.9080817,983.8429278,876.2932074,804.6967113,250.8716241,214.7071572
Mp3g16870,1022.667292,1039.181003,1086.353053,883.8946065,2287.112815,1008.700845,957.6783195,997.7076996,905.923252,936.2556549,1375.352603,3019.414573
Mp3g16880,1616.512064,1526.823547,1321.695122,1196.674416,2376.070242,1270.810904,1510.114666,1620.167019,1838.55145,2012.492248,2478.203152,4051.152325
Mp3g16890,99.9489132,81.47163153,77.20396044,68.22001448,61.51035789,89.76340597,98.75747169,94.58100141,94.37003157,122.3862291,62.40345269,27.29141758
Mp3g16900,20.94072488,37.06296783,46.63448061,64.66894145,30.04632718,16.15495622,24.25658073,19.45924653,15.08303106,20.24420944,20.44498149,8.983384237
Mp3g16910,270.4212355,211.3780506,250.5713687,299.3431338,176.0540866,241.6957003,257.0925531,279.8664928,315.2137961,312.3081488,195.5687205,158.4633873
Mp3g16920,56.92691872,38.18838188,31.44761155,30.19089717,15.86312728,32.33222316,52.20247141,44.75298325,44.06312847,55.05618233,45.00932731,22.16305399
Mp3g16930,22.94751085,18.57571208,33.42130592,19.17318018,71.92908283,68.11466081,66.11076634,73.47985213,73.20978324,31.85161551,78.88704286,115.0542814
Mp3g16940,0,3.070813849,0.958766993,0.013525867,1.576308531,0.782304652,0.94247253,0,1.418969794,3.168232944,4.09468746,3.361852752
Mp3g16950,6.485935763,2.088609187,2.886152602,0.038667358,0.166954959,2.52993366,1.892842853,0,2.43152083,0,0.013455026,5.666156336
Mp3g16960,698.256629,730.9274709,845.2260663,825.6938321,479.4885575,825.0127736,885.0298556,875.2954113,824.5066135,686.305701,601.0450158,354.2305977
Mp3g16970,471.8756317,540.1914403,601.2399641,711.6212348,648.3040432,680.860515,608.3088798,663.2827,635.0601181,606.0493994,412.7234078,585.3196275
Mp3g16980,3.63408809,5.147530238,0,3.26454091,23.87958804,2.855704773,15.07651668,2.100823244,4.645478671,2.994739148,41.05077387,130.9501693
Mp3g16990,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17000,5.379624353,14.38570429,11.39654503,16.67558448,11.26076768,8.959604027,9.336308303,7.260215334,6.452803959,18.21645487,4.087803787,1.906226791
Mp3g17010,2483.372784,2555.682014,2328.849527,2781.935431,1211.180162,2162.083802,1761.661115,1828.157914,2354.574517,2437.640779,1675.310767,1672.000619
Mp3g17020,154.923297,130.9534934,117.3169877,65.07048884,67.3269515,146.7349546,111.8857247,79.68197997,174.0117265,172.3751418,125.8596066,42.42741749
Mp3g17030,488.4418696,467.0220156,427.8774033,377.719359,344.2654743,410.7699377,489.0972437,479.6398927,525.8466325,532.6689119,559.0828115,402.0478758
Mp3g17040,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17050,10.01883566,14.41391828,5.688030665,8.877676337,2.349945238,9.234478929,11.26099804,4.680979654,0.698418717,1.574907563,1.038830752,4.409260019
Mp3g17060,15.49838634,22.65388136,26.76407011,12.49295056,9.952221279,10.68205939,17.7435955,12.91419469,15.78349074,23.40399921,15.34998481,11.64629941
Mp3g17070,2.776457478,2.069191249,0,2.179600279,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.660922034,2.39906902,4.09468746,3.361852752
Mp3g17080,1340.641108,1396.911042,1464.576949,1673.619178,2052.47634,1269.27367,1458.84862,1701.004726,1685.877194,1884.17923,2194.558114,3997.671685
Mp3g17090,37.69227995,22.72695732,14.1827932,37.67707567,14.29219304,31.53466194,12.09473882,13.06416844,26.9727982,17.51293006,14.35594959,20.48155534
Mp3g17100,2417.531148,1789.74721,384.0303715,359.8102234,321.0513516,345.8020843,835.6119661,939.8575028,1143.232704,1247.107311,603.131651,496.7151338
Mp3g17110,584.6088462,638.1371876,1006.225009,1180.8831,546.4764865,898.0679382,1004.272868,1003.380349,590.1708736,497.6819728,563.1222028,242.1529646
Mp3g17120,17.09746033,75.11285511,21.91045703,22.34943921,9.029887683,18.28160093,14.82396673,23.86025769,32.10340752,29.29532551,28.69714431,39.68733425
Mp3g17130,1026.269681,1220.600117,1033.019814,744.2982041,2410.477588,1306.134491,1557.664772,1496.886648,1345.479294,1488.33411,1486.966469,3109.760747
Mp3g17140,1.39E-17,1.39E-17,0,1.09614792,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.612713073,0,4.09468746,3.361852752
Mp3g17150,9332.360632,10621.68901,7287.829286,6316.081758,3176.762514,5654.127424,7388.585887,8012.548013,11290.73349,11730.44626,5889.081406,2473.173364
Mp3g17160,1178.475063,1131.973505,1045.395124,791.199023,513.5016656,771.5129262,773.1774063,915.4311034,1114.375666,1070.696277,591.885298,568.7574998
Mp3g17170,25441.43207,27856.83908,13214.86881,12198.53068,8168.873674,9480.863639,10729.3501,11575.82484,19121.64979,20864.04234,15459.73383,14065.27874
Mp3g17180,729.4386832,717.53468,879.5308638,858.0957294,1357.184779,912.0866759,987.4894051,1030.339891,863.0798592,975.0108376,1247.298033,1629.302055
Mp3g17190,2869.17324,2922.695858,2783.468513,2310.652826,840.7816929,1237.159771,1048.098095,931.4885569,1302.808867,1352.968458,2525.181156,1375.676979
Mp3g17200,8.30809389,4.149015649,2.850031978,3.349468581,7.852534952,4.826051592,3.715179371,4.076781316,1.128366407,12.11862684,11.32417186,36.79810456
Mp3g17210,249.314403,210.3366969,80.02405324,87.11743885,105.0948895,117.5098236,135.0754325,136.2249201,306.8955596,283.6290126,229.3379141,149.3485681
Mp3g17220,380.2630432,408.2417348,286.7925716,325.0692932,432.4737774,284.6338866,257.0096582,367.3941649,429.5720758,477.8803852,583.7180465,698.5743656
Mp3g17230,0.926928744,0.003577278,0.958766993,0.013525867,0.113850189,1.680793478,0,0.836798623,0,0.80178186,0.016440926,7.091518079
Mp3g17240,1221.569706,1105.178183,1317.006471,862.7803308,616.9307766,1043.459592,1049.909126,1089.886483,1160.119423,1165.064865,839.6069537,358.1780282
Mp3g17250,254.7030242,285.5545855,243.9485785,233.5449763,529.5686349,241.6797176,217.9837311,223.5265934,212.9824082,202.4840291,329.8055949,627.9451234
Mp3g17260,371.9463398,478.3181024,581.2392328,656.9012347,169.2355469,210.4049624,122.0704778,108.3898529,70.91982305,74.24060233,197.703435,373.5191221
Mp3g17270,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17280,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.448758655,0,1.39E-17,1.39E-17,3.247943407,0,1.39E-17,1.39E-17
Mp3g17290,2.798646649,0.010233339,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.94247253,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17300,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17310,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17320,222.7087611,203.1093428,273.4975117,251.4433461,318.6580809,266.7539391,242.2299078,229.9878725,209.9010422,204.8302008,235.5359731,252.7375325
Mp3g17330,495.6719306,612.3451555,658.434921,709.4407109,379.9677412,746.2791575,654.9532747,588.8766069,561.1432056,483.0146977,290.7600581,159.4288276
Mp3g17340,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.166954959,2.52993366,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17350,6521.830199,7254.665252,8143.528053,7265.758147,6048.04578,7569.804166,5625.970044,6192.576539,3776.453607,4126.177747,2165.84671,2724.713735
Mp3g17360,2.798646649,0.010233339,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.021741149,0.064681769
Mp3g17370,0.87545775,3.079109337,9.521052977,10.05502483,18.36380511,6.277440197,2.769701374,4.116583589,4.514320966,5.435348744,21.54678001,40.730563
Mp3g17380,4.377862924,24.64476978,22.91623116,14.65333912,13.28936775,14.80527608,13.04575981,12.19703469,10.80259968,7.586622675,29.68627703,24.53465298
Mp3g17390,766.9829603,807.2157057,914.7144649,1243.364787,684.2780095,1273.499678,1221.35899,1148.532976,1002.89004,1006.576327,891.8079347,299.0084206
Mp3g17400,963.9982386,1030.925769,1281.690639,1077.166809,2027.959133,1266.817474,1216.675867,1232.624171,1011.354187,957.0322297,1341.549576,2625.119496
Mp3g17410,5692.552478,5654.673139,6318.729878,5416.676629,6382.673195,6017.381009,5383.791758,5247.806949,4745.945485,4511.803527,4201.614389,5327.635271
Mp3g17420,71.36164316,99.96019094,187.7117139,193.2839524,546.7027576,323.9750535,573.0038437,467.2440691,207.4827905,228.1482064,282.6472965,320.2283779
Mp3g17430,4548.890064,4735.073379,4741.556515,6882.24064,4988.344005,4805.20491,5092.171103,5358.821768,5029.849657,4887.560206,3550.363152,5985.549109
Mp3g17440,176.8949126,158.7810712,107.5370391,225.3118366,187.5720577,147.6311156,171.4039069,175.3939819,172.4379055,178.6055921,189.463061,220.2998015
Mp3g17450,580.9395584,640.1976159,650.825664,659.1983953,985.0031387,896.7314811,1034.174905,791.0476148,728.295682,627.5864424,653.3894859,1116.28371
Mp3g17460,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17470,601.135346,606.1901631,605.0869781,611.1569138,259.0226795,554.1613312,649.3248796,655.872245,580.0405554,586.0107545,462.7169673,110.8797512
Mp3g17480,21.95993186,24.73500279,17.11344487,23.37931847,36.54496016,46.11020017,36.4423697,20.91539543,21.11481829,30.37260249,20.52738657,42.18414522
Mp3g17490,47.6461471,47.42605053,38.19946458,20.31906291,30.67139176,55.35043771,54.0099768,57.95211396,32.88527904,29.27808773,19.43978903,13.41079992
Mp3g17500,7.377186099,4.144553099,5.622330275,20.94560776,7.466099519,17.4877247,2.721764316,8.357477304,25.83525455,7.196721856,3.111003565,14.81478715
Mp3g17510,69.77904338,44.38142858,57.10651812,82.51821846,104.357802,88.56651863,133.2305366,126.3870282,151.9844842,135.9382791,55.28874739,48.64866982
Mp3g17520,0,2.048114074,0.90788237,6.561134934,0.789929783,16.01193263,7.427734908,9.009953238,7.064550685,2.894897325,1.021741149,0.064681769
Mp3g17530,0,1.025772932,1.909742484,1.145909522,1.39E-17,1.39E-17,0,2.551407453,2.137407678,0,1.39E-17,1.39E-17
Mp3g17540,2.718931707,4.116979003,3.736370156,14.30327459,2.234985506,7.548139548,8.381597911,8.133895767,0.909506624,3.202289124,1.39E-17,1.39E-17
Mp3g17550,3.70934495,1.048722488,0.958766993,0.013525867,0.217776474,3.378065809,0,5.111134208,0.792179936,0,4.09468746,3.361852752
Mp3g17560,5.975331624,3.27934906,9.272156692,3.697917178,29.71226346,0,18.90453478,4.990648541,25.67308537,7.242129861,0.026981996,12.80872717
Mp3g17570,597.2096725,388.7750775,64.11688047,74.57145467,67.77920923,100.4571502,63.10152872,104.3230326,210.7304405,223.4294837,78.85589965,82.17722079
Mp3g17580,142.8298196,198.9262033,392.6149727,354.2443788,136.2014449,292.9699073,218.9331952,212.0578994,91.84299901,69.31148232,124.8514106,51.81667661
Mp3g17590,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17600,442.6213057,424.7531896,347.7761203,397.6868199,314.592567,349.1122503,373.562461,383.4190104,410.6363335,401.2008152,394.206297,262.097049
Mp3g17610,153.9508253,151.5515311,26.63758754,35.65712117,96.76937557,54.64797885,120.1938159,111.6878137,174.0165654,171.5975331,322.5987428,418.0828432
Mp3g17620,301.3791776,394.8101024,370.6047957,513.7735175,232.0869259,365.8310809,406.1886236,392.3394964,496.7139225,564.4932103,433.0685864,179.3709818
Mp3g17630,8.274735635,7.24614704,0,8.710746124,0.313231503,5.071518932,3.729631065,4.102495624,3.043210001,3.095007215,3.068037586,1.811613576
Mp3g17640,459.0765934,486.5944954,616.4894824,719.4503066,189.1394621,525.6089371,471.3839478,480.4897191,477.0021417,481.6399927,206.7294264,54.17608475
Mp3g17650,535.1923966,470.1055322,724.2584497,566.606621,658.6875066,490.0384176,324.1472273,359.8044299,226.503642,259.8717369,311.36464,541.2377256
Mp3g17660,5.464864069,7.208731074,5.659541183,13.25714667,2.172348489,6.704007554,10.27986881,7.231744801,3.837477604,3.032964449,2.04102223,0.126159455
Mp3g17670,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17680,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,4.259482132,0.792179936,0,0.01929144,8.526204779
Mp3g17690,782.5282874,894.8323825,1691.42034,1538.559984,915.12599,1756.436679,2026.296414,1775.796693,824.3617383,776.8930132,802.7308785,306.8342646
Mp3g17700,0.926928744,0.003577278,0.958766993,0.013525867,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,0.80178186,1.39E-17,1.39E-17
Mp3g17710,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,2.04102223,0.126159455
Mp3g17720,7.325591226,7.219794532,6.648456234,8.899870601,5.299531646,8.288417457,2.84249083,0,0,4.926160852,4.100934172,4.799731129
Mp3g17730,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,0.836798623,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp3g17740,7.440130167,1.06408275,9.605164796,1.267049647,6.5981469,6.555136169,2.748528993,5.815491372,0.698418717,1.574907563,8.208982027,12.49806484
Mp3g17750,49.26190356,103.0049178,80.89459935,138.2831432,93.68692603,106.9282288,112.735065,106.8088038,96.05297613,105.9916223,89.11561266,113.7832437
Mp3g17760,0,5.117362298,1.39E-17,1.39E-17,3.323868625,3.269554975,0,2.551407453,1.612713073,0,5.099978624,0.293863529
